bovis	mt	gene	v/i	mb_call	mt_call
Mb2566c	Rv2537c	aroD	i	ES	ES
Mb2567c	Rv2538c	aroB	i	ES	ES
Mb2568c	Rv2539c	aroK	i	ES	ES
Mb2569c	Rv2540c	aroF	i	NE	ES
Mb2570	Rv2541		i	NE	NE
Mb2571	Rv2542		v	NE	NE
Mb2572	Rv2543	lppA	i	NE	NE
Mb2573	Rv2543	lppA	v	NE	NE
Mb2574	Rv2544	lppB	i	NE	NE
Mb2575	Rv2545	vapB18	i	NE	NE
Mb2576	Rv2546	vapC18	i	NE	NE
Mb2577	Rv2547	vapB19	i	NE	NE
Mb2578	Rv2548	vapC19	i	NE	NE
Mb2578A	Rv2548A		i	NE	NE
Mb2579c	Rv2549c	vapC20	i	NE	NE
Mb2580c	Rv2550c	vapB20	i	GD	NE
Mb2581c	Rv2551c		i	GD	NE
Mb2582c	Rv2552c	aroE	v	GD	NE
Mb2583c	Rv2553c		i	ES	NE
Mb2584c	Rv2554c		i	ES	ES
Mb2585c	Rv2555c	alaS	v	NE	ES
Mb2586c	Rv2556c		i	NE	NE
Mb2587	Rv2557		i	NE	NE
Mb2588	Rv2558		i	NE	NE
Mb2589c	Rv2559c		v	NE	NE
Mb2590	Rv2560		v	NE	NE
Mb2591	Rv2561		v	NE	N/A
Mb2592	Rv2563		i	NE	NE
Mb2593	Rv2564	glnQ	i	NE	NE
Mb2594	Rv2565		i	NE	NE
Mb2595	Rv2566		v	NE	NE
Mb2596	Rv2566		v	NE	NE
Mb2597	Rv2567		v	NE	NE
Mb2598c	Rv2568c		i	NE	NE
Mb2599c	Rv2569c		i	NE	NE
Mb2600	Rv2570		i	NE	NE
Mb2601c	Rv2571c		i	ES	NE
Mb2602c	Rv2572c	aspS	v	NE	ES
Mb2603	Rv2573		i	NE	NE
Mb2604	Rv2574		i	NE	NE
Mb2605	Rv2575		i	NE	NE
Mb2606c	Rv2576c		i	NE	NE
Mb2607	Rv2577		v	NE	NE
Mb2608	Rv2577		v	NE	NE
Mb2609c	Rv2578c		i	NE	NE
Mb2610	Rv2579	dhaA	v	ES	NE
Mb2611c	Rv2580c	hisS	i	ES	GD
Mb2612c	Rv2581c		i	ES	GD
Mb2613	Rv2582	ppiB	v	NE	GD
Mb2614c	Rv2583c	relA	i	NE	NE
Mb2615c	Rv2584c	apt	v	NE	NE
Mb2616c	Rv2585c		v	GD	NE
Mb2617c	Rv2586c	secF	v	ES	GD
Mb2618c	Rv2587c	secD	v	NE	ES
Mb2619c	Rv2588c	yajC	i	NE	NE
Mb2620	Rv2589	gabT	i	NE	NE
Mb2621	Rv2590	fadD9	v	NE	NE
Mb2622	Rv2591	PE_PGRS44	v	NE	NE
Mb2623c	Rv2592c	ruvB	i	ES	GD
Mb2624c	Rv2593c	ruvA	i	ES	GD
Mb2625c	Rv2594c	ruvC	i	N/A	GD
Mb2626	Rv2595	vapB40	i	NE	N/A
Mb2627	Rv2596	vapC40	v	NE	GA
Mb2628	Rv2597		i	NE	GA
Mb2629	Rv2598		i	NE	GA
Mb2630	Rv2599		v	NE	GA
Mb2631	Rv2600		i	NE	GA
Mb2632	Rv2601	speE	i	NE	NE
Mb2633	Rv2601A	vapB41	i	NE	NE
Mb2634	Rv2602	vapC41	i	NE	NE
Mb2635c	Rv2603c		i	NE	NE
Mb2636c	Rv2604c	snoP	i	NE	NE
Mb2637c	Rv2605c	tesB2	v	NE	NE
Mb2638c	Rv2606c	snzP	i	NE	NE
Mb2639	Rv2607	pdxH	i	NE	NE
Mb2640	Rv2608	PPE42	v	NE	NE
Mb2641c	Rv2609c		i	ES	NE
Mb2642c	Rv2610c	pimA	i	ES	ES
Mb2643c	Rv2611c		v	ES	ES
Mb2644c	Rv2612c	pgsA1	i	NE	NE
Mb2645c	Rv2613c		i	ES	NE
Mb2646c	Rv2614c	thrS	i	NE	ES
Mb2647	Rv2614A		v	NE	NE
Mb2648c	Rv2615c	PE_PGRS45	v	NE	NE
Mb2649	Rv2616		v	NE	NE
Mb2650c	Rv2617c		i	NE	GA
Mb2651	Rv2618		i	NE	NE
Mb2652c	Rv2619c		i	NE	NE
Mb2653c	Rv2620c		i	NE	NE
Mb2654c	Rv2621c		v	NE	NE
Mb2655	Rv2622		i	NE	NE
Mb2656	Rv2623	TB31.7	i	NE	NE
Mb2657c	Rv2624c		i	NE	NE
Mb2658c	Rv2625c		i	NE	NE
Mb2659c	Rv2626c	hrp1	i	NE	NE
Mb2660c	Rv2627c		v	NE	NE
Mb2661	Rv2628		v	NE	NE
Mb2662	Rv2629		i	NE	NE
Mb2663	Rv2630		i	NE	NE
Mb2664	Rv2631		i	NE	NE
Mb2665c	Rv2632c		i	NE	NE
Mb2666c	Rv2633c		i	NE	NE
Mb2667c	Rv2634c	PE_PGRS46	i	NE	NE
Mb2668	Rv2635		i	NE	NE
Mb2669	Rv2636		i	NE	NE
Mb2670	Rv2637	dedA	i	NE	NE
Mb2671	Rv2638		i	NE	NE
Mb2672c	Rv2639c		i	NE	NE
Mb2673c	Rv2640c		i	NE	NE
Mb2674	Rv2641	cadI	i	NE	NE
Mb2675	Rv2642		i	NE	NE
Mb2676	Rv2643	arsC	v	NE	NE
Mb2677c	Rv2644c		i	N/A	NE
Mb2678c	Rv2660c		v	NE	NE
Mb2679c	Rv2661c		i	NE	NE
Mb2680	Rv2662		i	NE	NE
Mb2681	Rv2663		i	NE	NE
Mb2682	Rv2664		i	NE	NE
Mb2683c	Rv2664cA		v	NE	N/A
Mb2684	Rv2665		i	NE	NE
Mb2685	Rv2666		i	NE	N/A
Mb2686	Rv2667	clpC2	i	NE	NE
Mb2687	Rv2668		v	NE	NE
Mb2688	Rv2669		i	NE	NE
Mb2689c	Rv2670c		i	NE	NE
Mb2690	Rv2671	ribD	i	NE	NE
Mb2691	Rv2672		v	ES	NE
Mb2692	Rv2673	aftC	i	NE	ES
Mb2693	Rv2674	msrB	i	NE	GA
Mb2694c	Rv2675c		i	GD	GA
Mb2695c	Rv2676c		i	ES	ES
Mb2696c	Rv2677c	hemY	i	ES	ES
Mb2697c	Rv2678c	hemE	i	NE	ES
Mb2698	Rv2679	echA15	i	NE	NE
Mb2699	Rv2680		i	NE	NE
Mb2700	Rv2681		v	ES	NE
Mb2701c	Rv2682c	dxs1	i	NE	ES
Mb2702	Rv2683		v	NE	NE
Mb2703	Rv2684	arsA	i	NE	NE
Mb2704	Rv2685	arsB1	v	NE	NE
Mb2705c	Rv2686c		i	NE	NE
Mb2706c	Rv2687c		i	NE	NE
Mb2707c	Rv2688c		v	NE	NE
Mb2708c	Rv2689c		i	NE	NE
Mb2709c	Rv2690c		v	NE	NE
Mb2710	Rv2691	ceoB	v	NE	NE
Mb2711	Rv2692	ceoC	v	NE	NE
Mb2712c	Rv2693c		i	NE	NE
Mb2713c	Rv2694c		v	NE	NE
Mb2714	Rv2695		i	NE	NE
Mb2715c	Rv2696c		v	NE	NE
Mb2716c	Rv2697c	dut	i	NE	NE
Mb2717	Rv2698		i	NE	GD
Mb2718c	Rv2699c		i	NE	NE
Mb2719	Rv2700		i	NE	NE
Mb2720c	Rv2701c	suhB	i	NE	NE
Mb2721	Rv2702	ppgK	v	ES	NE
Mb2722	Rv2703	sigA	i	NE	ES
Mb2723	Rv2704		i	NE	GA
Mb2724c	Rv2705c		i	NE	GA
Mb2725c	Rv2706c		i	NE	GA
Mb2726	Rv2707		i	NE	GA
Mb2727c	Rv2708c		i	NE	GA
Mb2728	Rv2709		v	NE	GA
Mb2729	Rv2710	sigB	i	NE	NE
Mb2730	Rv2711	ideR	i	NE	ES
Mb2731c	Rv2712c		i	NE	GA
Mb2732	Rv2713	sthA	i	NE	GA
Mb2733	Rv2714		v	NE	NE
Mb2734	Rv2715		i	NE	NE
Mb2735	Rv2716		i	NE	NE
Mb2736c	Rv2717c		i	NE	NE
Mb2737c	Rv2718c	nrdR	i	NE	NE
Mb2738c	Rv2719c		v	NE	NE
Mb2739	Rv2720	lexA	v	NE	ES
Mb2740c	Rv2721c		i	NE	NE
Mb2741	Rv2722		i	NE	NE
Mb2742	Rv2723		i	NE	NE
Mb2743c	Rv2724c	fadE20	v	NE	NE
Mb2744c	Rv2725c	hflX	i	NE	NE
Mb2745c	Rv2726c	dapF	i	NE	ES
Mb2746c	Rv2727c	miaA	i	NE	GD
Mb2747c	Rv2728c		i	NE	NE
Mb2748c	Rv2729c		v	NE	NE
Mb2749	Rv2730		i	NE	NE
Mb2750	Rv2731		i	NE	NE
Mb2751c	Rv2732c		i	NE	NE
Mb2752c	Rv2733c		i	NE	NE
Mb2753	Rv2734		i	NE	NE
Mb2754c	Rv2735c		i	NE	NE
Mb2755c	Rv2736c	recX	i	NE	NE
Mb2756c	Rv2737c	recA	i	NE	NE
Mb2757	Rv2737A		i	NE	N/A
Mb2758c	Rv2738c		i	NE	NE
Mb2759c	Rv2739c		i	NE	NE
Mb2760	Rv2740	ephG	i	NE	NE
Mb2761	Rv2741	PE_PGRS47	v	NE	NE
Mb2762c	Rv2742c		v	NE	NE
Mb2763c	Rv2742c		v	GA	NE
Mb2764c	Rv2743c		i	GA	NE
Mb2765c	Rv2744c	35kd_ag	v	GA	NE
Mb2766c	Rv2745c	clgR	i	ES	NE
Mb2767c	Rv2746c	pgsA3	i	NE	ES
Mb2768	Rv2747	argA	i	ES	ES
Mb2769c	Rv2748c	ftsK	i	NE	ES
Mb2770	Rv2749		i	NE	NE
Mb2771	Rv2750		i	NE	NE
Mb2772	Rv2751		i	GD	NE
Mb2773c	Rv2752c		i	GD	NE
Mb2774c	Rv2753c	dapA	i	NE	GD
Mb2775c	Rv2754c	thyX	i	NE	GD
Mb2776c	Rv2755c		i	NE	N/A
Mb2777c	Rv2756c	hsdM	v	NE	NE
Mb2778c	Rv2757c	vapC21	i	NE	NE
Mb2779c	Rv2758c	vapB21	i	NE	NE
Mb2780c	Rv2759c	vapC42	i	NE	NE
Mb2781c	Rv2760c	vapB42	i	NE	NE
Mb2782c	Rv2761c	hsdS	i	NE	NE
Mb2783c	Rv2762c		v	GD	NE
Mb2784c	Rv2762c		v	GD	NE
Mb2785c	Rv2763c	dfrA	i	GD	GD
Mb2786c	Rv2764c	thyA	i	NE	GD
Mb2787	Rv2765		i	NE	NE
Mb2788c	Rv2766c		i	NE	NE
Mb2789c	Rv2767c		i	NE	NE
Mb2790c	Rv2768c	PPE43	v	NE	NE
Mb2791c	Rv2769c	PE27	v	NE	NE
Mb2792c	Rv2770c	PPE44	v	GA	NE
Mb2793c	Rv2771c		v	GA	NE
Mb2794c	Rv2772c		i	ES	NE
Mb2795c	Rv2773c	dapB	v	NE	ES
Mb2796c	Rv2774c		i	NE	GA
Mb2797	Rv2775		i	NE	GA
Mb2798c	Rv2776c		i	GA	NE
Mb2799c	Rv2777c		i	GA	NE
Mb2800c	Rv2778c		i	NE	NE
Mb2801c	Rv2779c		v	NE	NE
Mb2802	Rv2780	ald	v	NE	NE
Mb2803	Rv2780	ald	v	NE	NE
Mb2804c	Rv2781c		i	NE	NE
Mb2805c	Rv2782c	pepR	i	ES	NE
Mb2806c	Rv2783c	gpsI	i	NE	ES
Mb2807c	Rv2784c	lppU	i	NE	NE
Mb2808c	Rv2785c	rpsO	i	ES	NE
Mb2809c	Rv2786c	ribF	i	NE	ES
Mb2810	Rv2787		i	NE	NE
Mb2811	Rv2788	sirR	v	NE	NE
Mb2812c	Rv2789c	fadE21	i	NE	NE
Mb2813c	Rv2790c	ltp1	i	NE	NE
Mb2814c	Rv2791c		i	NE	NE
Mb2815c	Rv2792c		v	GD	NE
Mb2816c	Rv2793c	truB	i	GD	NE
Mb2817c	Rv2794c	pptT	v	GD	ES
Mb2818c	Rv2795c		i	NE	NE
Mb2819c	Rv2796c	lppV	v	NE	NE
Mb2820c	Rv2797c		i	NE	NE
Mb2821c	Rv2798c		i	NE	NE
Mb2822	Rv2799		v	NE	NE
Mb2823	Rv2800		i	NE	NE
Mb2824A	Rv2801A	mazE9	i	NE	NE
Mb2824c	Rv2801c	mazF9	i	NE	NE
Mb2825c	Rv2802c		i	NE	NE
Mb2826	Rv2803		i	NE	NE
Mb2827c	Rv2804c		v	NE	NE
Mb2828	Rv2805		v	NE	NE
Mb2829	Rv2806		i	NE	NE
Mb2830	Rv2807		v	NE	NE
Mb2831	Rv2808		i	NE	NE
Mb2832	Rv2809		v	NE	NE
Mb2833c	Rv2810c		i	NE	N/A
Mb2834	Rv2811		i	NE	NE
Mb2835	Rv2812		v	NE	NE
Mb2836	Rv2812		v	NE	NE
Mb2837	Rv2813		v	NE	NE
Mb2838c	Rv2814c		v	GD	N/A
Mb2839c	Rv2815c		i	GD	N/A
Mb2840c	Rv2816c		i	NE	NE
Mb2841c	Rv2817c		i	NE	NE
Mb2842c	Rv2818c		v	NE	NE
Mb2843c	Rv2819c		i	NE	NE
Mb2844c	Rv2820c		i	NE	NE
Mb2845c	Rv2821c		i	NE	NE
Mb2846c	Rv2822c		i	NE	NE
Mb2847c	Rv2823c		v	NE	NE
Mb2848c	Rv2824c		v	NE	NE
Mb2849c	Rv2825c		v	NE	NE
Mb2850c	Rv2826c		i	GD	NE
Mb2851c	Rv2827c		i	GD	GD
Mb2852A	Rv2828A		i	NE	NE
Mb2852c	Rv2828c		v	GD	NE
Mb2853c	Rv2829c	vapC22	i	NE	NE
Mb2854c	Rv2830c	vapB22	v	NE	NE
Mb2855	Rv2831	echA16	v	NE	NE
Mb2856c	Rv2832c	ugpC	i	NE	NE
Mb2857c	Rv2833c	ugpB	v	NE	NE
Mb2858c	Rv2834c	ugpE	i	NE	NE
Mb2859c	Rv2835c	ugpA	v	NE	NE
Mb2860c	Rv2835c	ugpA	v	NE	NE
Mb2861c	Rv2836c	dinF	v	GD	NE
Mb2862c	Rv2837c		i	GD	NE
Mb2863c	Rv2838c	rbfA	i	ES	NE
Mb2864c	Rv2839c	infB	i	NE	ES
Mb2865c	Rv2840c		i	GD	NE
Mb2866c	Rv2841c	nusA	i	GD	ES
Mb2867c	Rv2842c		i	GD	NE
Mb2868	Rv2843		i	GD	NE
Mb2869	Rv2844		i	GD	NE
Mb2870c	Rv2845c	proS	v	ES	ES
Mb2871c	Rv2846c	efpA	v	ES	ES
Mb2872c	Rv2847c	cysG	i	NE	GD
Mb2873c	Rv2848c	cobB	i	NE	NE
Mb2874c	Rv2849c	cobO	v	NE	NE
Mb2875c	Rv2850c		v	NE	NE
Mb2876c	Rv2851c		i	NE	NE
Mb2877c	Rv2852c	mqo	i	NE	NE
Mb2878	Rv2853	PE_PGRS48	v	NE	NE
Mb2879	Rv2854		i	NE	NE
Mb2880	Rv2855	mtr	i	NE	NE
Mb2881	Rv2856	nicT	i	NE	NE
Mb2882c	Rv2857c		i	ES	NE
Mb2883c	Rv2858c	aldC	i	NE	NE
Mb2884c	Rv2859c		i	NE	NE
Mb2885c	Rv2860c	glnA4	i	ES	NE
Mb2886c	Rv2861c	mapB	i	NE	NE
Mb2887A	Rv2862A	vapB23	v	NE	NE
Mb2887c	Rv2862c		v	NE	NE
Mb2888	Rv2863	vapC23	i	NE	NE
Mb2889c	Rv2864c		i	NE	NE
Mb2890	Rv2865	relF	i	NE	NE
Mb2891	Rv2866	relG	i	NE	NE
Mb2892c	Rv2867c		i	NE	NE
Mb2893c	Rv2868c	gcpE	v	NE	ES
Mb2894c	Rv2869c	rip	v	ES	NE
Mb2895c	Rv2870c	dxr	i	ES	ES
Mb2896	Rv2871	vapB43	i	NE	NE
Mb2897	Rv2872	vapC43	i	NE	NE
Mb2898	Rv2873	mpt83	i	NE	NE
Mb2899	Rv2874	dipZ	v	NE	NE
Mb2900	Rv2875	mpt70	i	NE	NE
Mb2901	Rv2876		v	NE	NE
Mb2902c	Rv2877c		v	NE	NE
Mb2903c	Rv2878c	mpt53	i	NE	NE
Mb2904c	Rv2880c		v	GD	N/A
Mb2905c	Rv2881c	cdsA	i	GD	ES
Mb2906c	Rv2882c	frr	i	GD	ES
Mb2907c	Rv2883c	pyrH	i	NE	ES
Mb2908	Rv2884		i	NE	NE
Mb2909c	Rv2885c		v	NE	NE
Mb2910c	Rv2886c		i	NE	NE
Mb2911	Rv2887		i	NE	NE
Mb2912c	Rv2888c	amiC	i	ES	NE
Mb2913c	Rv2889c	tsf	v	ES	ES
Mb2914c	Rv2890c	rpsB	i	NE	ES
Mb2915	Rv2891		i	NE	NE
Mb2916c	Rv2892c	PPE45	i	NE	NE
Mb2917	Rv2893		i	NE	NE
Mb2918c	Rv2894c	xerC	i	NE	NE
Mb2919c	Rv2895c	viuB	i	NE	NE
Mb2920c	Rv2896c		v	NE	NE
Mb2921c	Rv2897c		i	NE	NE
Mb2922c	Rv2898c		i	NE	NE
Mb2923c	Rv2899c	fdhD	i	NE	NE
Mb2924c	Rv2900c	fdhF	i	NE	NE
Mb2925c	Rv2901c		i	NE	NE
Mb2926c	Rv2902c	rnhB	v	ES	NE
Mb2927c	Rv2903c	lepB	v	NE	ES
Mb2928c	Rv2904c	rplS	i	NE	NE
Mb2929	Rv2905	lppW	i	ES	NE
Mb2930c	Rv2906c	trmD	i	ES	GD
Mb2931c	Rv2907c	rimM	i	ES	GD
Mb2932c	Rv2908c		i	ES	GD
Mb2933c	Rv2909c	rpsP	i	NE	GD
Mb2934c	Rv2910c		i	NE	NE
Mb2935	Rv2911	dacB2	i	NE	NE
Mb2936c	Rv2912c		i	NE	NE
Mb2937c	Rv2913c		i	NE	NE
Mb2938c	Rv2914c	pknI	i	NE	NE
Mb2939c	Rv2915c		i	NE	NE
Mb2940c	Rv2916c	ffh	i	NE	ES
Mb2941	Rv2917		v	NE	NE
Mb2942c	Rv2918c	glnD	v	NE	NE
Mb2943c	Rv2919c	glnB	i	NE	NE
Mb2944c	Rv2920c	amt	i	ES	NE
Mb2945c	Rv2921c	ftsY	i	NE	ES
Mb2946c	Rv2922c	smc	v	NE	NE
Mb2947c	Rv2922A	acyP	i	NE	NE
Mb2948c	Rv2923c		i	NE	NE
Mb2949c	Rv2924c	fpg	i	GD	NE
Mb2950c	Rv2925c	rnc	i	GD	ES
Mb2951c	Rv2926c		i	GD	NE
Mb2952c	Rv2927c		i	GA	ES
Mb2953	Rv2928	tesA	i	GA	NE
Mb2954	Rv2929		i	GA	NE
Mb2955	Rv2930	fadD26	v	GA	NE
Mb2956	Rv2931	ppsA	v	GA	NE
Mb2957	Rv2932	ppsB	v	GA	NE
Mb2958	Rv2933	ppsC	i	NE	NE
Mb2959	Rv2934	ppsD	v	NE	NE
Mb2960	Rv2935	ppsE	v	NE	NE
Mb2961	Rv2936	drrA	v	NE	GA
Mb2962	Rv2937	drrB	i	NE	GA
Mb2963	Rv2938	drrC	i	GA	GA
Mb2964	Rv2939	papA5	i	GA	NE
Mb2965c	Rv2940c	mas	i	GA	NE
Mb2966	Rv2941	fadD28	v	NE	NE
Mb2967	Rv2942	mmpL7	i	NE	NE
Mb2968	Rv2943		i	NE	NE
Mb2969	Rv2943A		i	NE	NE
Mb2970c	Rv2945c	lppX	i	N/A	NE
Mb2971c	Rv2947c	pks15	v	NE	NE
Mb2972c	Rv2948c	fadD22	i	NE	NE
Mb2973c	Rv2949c		i	NE	NE
Mb2974c	Rv2950c	fadD29	v	NE	NE
Mb2975c	Rv2951c		i	NE	NE
Mb2976	Rv2952		i	NE	NE
Mb2977	Rv2953		i	NE	NE
Mb2978c	Rv2954c		i	NE	NE
Mb2979c	Rv2955c		v	NE	NE
Mb2980	Rv2956		v	NE	NE
Mb2981	Rv2957		i	NE	GA
Mb2982c	Rv2958c		v	NE	GA
Mb2982cA	Rv2958c		v	NE	GA
Mb2983c	Rv2959c		i	NE	NE
Mb2984c	Rv2960c		i	NE	NE
Mb2985	Rv2961		i	NE	NE
Mb2986c	Rv2962c		i	NE	NE
Mb2987	Rv2963		i	NE	NE
Mb2988	Rv2964	purU	i	NE	NE
Mb2989c	Rv2965c	kdtB	i	NE	NE
Mb2990c	Rv2966c		i	NE	NE
Mb2991c	Rv2967c	pca	i	ES	NE
Mb2992c	Rv2968c		i	ES	ES
Mb2993c	Rv2969c		i	NE	ES
Mb2994c	Rv2970c	lipN	i	NE	NE
Mb2995	Rv2970A		i	ES	NE
Mb2996	Rv2971		v	NE	ES
Mb2997c	Rv2972c		i	NE	NE
Mb2998c	Rv2973c	recG	i	NE	NE
Mb2999c	Rv2975c		v	NE	NE
Mb2999cA	NA		v	NE	N/A
Mb3000c	Rv2976c	ung	i	NE	NE
Mb3001c	Rv2977c	thiL	i	NE	ES
Mb3002c	Rv2978c		i	NE	NE
Mb3003c	Rv2979c		v	NE	NE
Mb3004	Rv2980		i	ES	NE
Mb3005c	Rv2981c	ddlA	v	NE	ES
Mb3006c	Rv2982c	gpdA2	v	NE	NE
Mb3007	Rv2983		i	ES	NE
Mb3008	Rv2984	ppk1	i	GD	GD
Mb3009	Rv2985	mutT1	i	ES	NE
Mb3010c	Rv2986c	hupB	i	ES	GD
Mb3011c	Rv2987c	leuD	i	ES	GD
Mb3012c	Rv2988c	leuC	v	NE	GD
Mb3013	Rv2989		i	NE	NE
Mb3014c	Rv2990c		v	NE	NE
Mb3015	Rv2991		v	NE	NE
Mb3016c	Rv2992c	gltS	i	NE	ES
Mb3017c	Rv2993c		i	NE	NE
Mb3018	Rv2994		i	ES	NE
Mb3019c	Rv2995c	leuB	v	ES	ES
Mb3020c	Rv2996c	serA1	i	NE	ES
Mb3021	Rv2997		v	NE	NE
Mb3022	Rv2998		i	NE	NE
Mb3023c	Rv2998A		i	NE	N/A
Mb3024	Rv2999	lppY	v	NE	NE
Mb3025	Rv3000		i	ES	NE
Mb3026c	Rv3001c	ilvC	i	ES	ES
Mb3027c	Rv3002c	ilvN	i	ES	NE
Mb3028c	Rv3003c	ilvB1	i	NE	ES
Mb3029	Rv3004	cfp6	i	NE	NE
Mb3030c	Rv3005c		i	ES	NE
Mb3031	Rv3006	lppZ	v	NE	ES
Mb3032c	Rv3007c		i	NE	GA
Mb3033	Rv3008		i	ES	GA
Mb3034c	Rv3009c	gatB	i	NE	ES
Mb3035c	Rv3010c	pfkA	i	ES	NE
Mb3036c	Rv3011c	gatA	v	N/A	ES
Mb3037c	Rv3012c	gatC	i	NE	N/A
Mb3038	Rv3013		i	ES	GA
Mb3039c	Rv3014c	ligA	i	NE	ES
Mb3040c	Rv3015c		i	NE	NE
Mb3041	Rv3016	lpqA	i	NE	NE
Mb3042c	Rv3017c	esxQ	i	NE	NE
Mb3043c	Rv3018c	PPE46	v	N/A	NE
Mb3044c	Rv3018A		i	NE	N/A
Mb3045c	Rv3019c	esxR	i	NE	NE
Mb3046c	Rv3020c	esxS	i	NE	NE
Mb3047c	Rv3022c		v	NE	N/A
Mb3048c	Rv3022A	PE29	i	NE	NE
Mb3049c	Rv3023c		v	NE	NE
Mb3050c	Rv3024c	trmU	i	ES	NE
Mb3051c	Rv3025c	iscS	i	NE	GD
Mb3052c	Rv3026c		i	NE	NE
Mb3053c	Rv3027c		i	NE	NE
Mb3054c	Rv3028c	fixB	v	ES	GD
Mb3055c	Rv3029c	fixA	i	ES	GD
Mb3056	Rv3030		i	ES	GD
Mb3057	Rv3031		i	ES	GD
Mb3058	Rv3032		i	NE	GD
Mb3058A	Rv3032A		i	NE	NE
Mb3059	Rv3033		i	ES	NE
Mb3060c	Rv3034c		i	ES	ES
Mb3061	Rv3035		i	NE	GD
Mb3062c	Rv3036c	TB22.2	v	NE	NE
Mb3063c	Rv3037c		v	ES	NE
Mb3064c	Rv3038c		i	NE	ES
Mb3065c	Rv3039c	echA17	i	NE	NE
Mb3066c	Rv3040c		i	NE	NE
Mb3067c	Rv3041c		i	NE	NE
Mb3068c	Rv3042c	serB2	v	ES	ES
Mb3069c	Rv3043c	ctaD	i	NE	GD
Mb3070	Rv3044	fecB	i	NE	NE
Mb3071	Rv3045	adhC	i	NE	NE
Mb3072c	Rv3046c		i	NE	NE
Mb3073c	Rv3047c		i	ES	NE
Mb3074c	Rv3048c	nrdF2	i	NE	GD
Mb3075c	Rv3049c		i	NE	GA
Mb3076c	Rv3050c		i	ES	NE
Mb3077c	Rv3051c	nrdE	i	NE	ES
Mb3078c	Rv3052c	nrdI	i	ES	ES
Mb3079c	Rv3053c	nrdH	i	NE	ES
Mb3080c	Rv3054c		i	NE	GA
Mb3081	Rv3055		i	NE	GA
Mb3082	Rv3056	dinP	i	NE	GA
Mb3083c	Rv3057c		i	NE	GA
Mb3084c	Rv3058c		i	NE	GA
Mb3085	Rv3059	cyp136	v	NE	GA
Mb3086c	Rv3060c		i	NE	NE
Mb3087c	Rv3061c	fadE22	v	NE	NE
Mb3088c	Rv3061c	fadE22	v	NE	NE
Mb3089	Rv3062	ligB	v	NE	NE
Mb3090	Rv3063	cstA	v	NE	NE
Mb3091c	Rv3064c		i	NE	NE
Mb3092	Rv3065	mmr	i	NE	NE
Mb3093	Rv3066		i	NE	NE
Mb3094	Rv3067		i	NE	NE
Mb3095c	Rv3068c	pgmA	i	NE	NE
Mb3096	Rv3069		i	NE	NE
Mb3097	Rv3070		i	NE	NE
Mb3098	Rv3071		i	NE	NE
Mb3099c	Rv3072c		i	NE	NE
Mb3100c	Rv3073c		i	NE	NE
Mb3101	Rv3074		i	NE	NE
Mb3102c	Rv3075c		i	NE	NE
Mb3103	Rv3076		i	NE	NE
Mb3104	Rv3077		v	NE	NE
Mb3105	Rv3078	hab	i	NE	NE
Mb3106c	Rv3079c		i	NE	NE
Mb3107c	Rv3080c	pknK	v	NE	NE
Mb3108	Rv3081		i	NE	NE
Mb3109c	Rv3082c	virS	v	NE	NE
Mb3110	Rv3083		v	NE	NE
Mb3111	Rv3084	lipR	i	NE	NE
Mb3112	Rv3085		i	NE	NE
Mb3113	Rv3086	adhD	i	NE	NE
Mb3114	Rv3087		v	NE	NE
Mb3115	Rv3088	tgs4	i	NE	NE
Mb3116	Rv3089	fadD13	i	NE	NE
Mb3117	Rv3090		i	NE	NE
Mb3118	Rv3091		i	NE	NE
Mb3119c	Rv3092c		v	NE	NE
Mb3120c	Rv3093c		v	NE	NE
Mb3121c	Rv3094c		i	NE	NE
Mb3122	Rv3095		i	NE	NE
Mb3123	Rv3096		v	NE	GA
Mb3124c	Rv3097c	lipY	v	NE	GA
Mb3125A	Rv3098A		i	NE	GA
Mb3125c	Rv3098c		v	NE	GA
Mb3126c	Rv3099c		i	NE	NE
Mb3127c	Rv3100c	smpB	i	NE	NE
Mb3128c	Rv3101c	ftsX	v	NE	NE
Mb3129c	Rv3102c	ftsE	i	NE	NE
Mb3130c	Rv3103c		i	NE	NE
Mb3131c	Rv3104c		i	ES	NE
Mb3132c	Rv3105c	prfB	i	NE	ES
Mb3133	Rv3106	fprA	v	NE	NE
Mb3134c	Rv3107c	agpS	i	NE	NE
Mb3135	Rv3108		v	NE	NE
Mb3136	Rv3109	moaA1	v	NE	NE
Mb3137	Rv3110	moaB1	i	NE	NE
Mb3138	Rv3111	moaC1	i	NE	NE
Mb3139	Rv3112	moaD1	i	NE	NE
Mb3140	Rv3113		v	NE	NE
Mb3141	Rv3114		v	NE	NE
Mb3142	Rv3115		v	NE	NE
Mb3143	Rv3116	moeB2	i	NE	NE
Mb3144	Rv3117	cysA3	v	NE	GA
Mb3145	Rv3122		i	NE	NE
Mb3146	Rv3123		v	NE	NE
Mb3147	Rv3124	moaR1	i	NE	NE
Mb3148c	Rv3125c	PPE49	v	NE	NE
Mb3149c	Rv3126c		i	NE	NE
Mb3150	Rv3127		v	NE	NE
Mb3151c	Rv3128c		v	NE	N/A
Mb3152c	Rv3128c		v	NE	N/A
Mb3153	Rv3129		i	NE	N/A
Mb3154c	Rv3130c	tgs1	i	NE	NE
Mb3155	Rv3131		i	NE	NE
Mb3156c	Rv3132c	devS	v	NE	NE
